Map Container Profile (unit:ms)
TaskName,TaskID,Initailization,Input,SQLoperator,Sink,Spill,Starting Time,Ending Time,Cost Time,Node Locate
Reducer 21,attempt_1606874353529_0225_1_07_000021_0,48.2769,1948.51,10818.4,421.29,512.982,208990,222749,13759,16
Reducer 14,attempt_1606874353529_0225_1_04_000029_0,24.6223,1235.16,7881.66,394.151,435.263,137062,147033,9971,16
Reducer 7,attempt_1606874353529_0225_1_08_000014_0,17.7363,1420.05,8875.21,338.828,381.084,241462,252496,11034,16
Reducer 15,attempt_1606874353529_0225_1_14_000053_0,21.244,421.083,5141.38,74.6302,27.0906,295162,300848,5686,16
Reducer 12,attempt_1606874353529_0225_1_18_000061_0,21.1807,208.666,4318.79,79.9903,34.458,327421,332084,4663,16
Reducer 7,attempt_1606874353529_0225_1_08_000009_0,19.9204,1096.23,9133.95,570.337,525.577,239385,250732,11347,16
Reducer 14,attempt_1606874353529_0225_1_04_000053_0,20.0326,1805.83,7760.96,705.549,759.271,140510,151564,11054,16
Reducer 22,attempt_1606874353529_0225_1_10_000008_0,19.9593,283.363,7303.43,104.457,23.5106,259564,267299,7735,16
Reducer 19,attempt_1606874353529_0225_1_16_000025_0,19.6974,254.29,6814.17,77.0812,24.9743,301143,308334,7191,16
Reducer 5,attempt_1606874353529_0225_1_23_000123_0,28.5161,88.4505,302.55,0.85796,2.53655,344708,345131,423,16
Reducer 18,attempt_1606874353529_0225_1_05_000025_0,19.3894,1318.18,6446.64,405.31,438.415,158545,167174,8629,16
Reducer 11,attempt_1606874353529_0225_1_06_000053_0,19.1022,1654.66,6417.44,383.528,350.515,191215,200041,8826,16
Reducer 16,attempt_1606874353529_0225_1_15_000056_0,11.676,67.6734,54.7949,2.10997,19.1015,338610,338766,156,16
Reducer 21,attempt_1606874353529_0225_1_07_000066_0,22.4706,687.836,7684.51,563.02,591.435,229816,239366,9550,16
Reducer 20,attempt_1606874353529_0225_1_17_000011_0,13.4476,90.6973,60.9885,2.64743,21.4426,338925,339116,191,16
Reducer 19,attempt_1606874353529_0225_1_16_000086_0,15.3502,238.484,6531.53,67.7221,22.3325,315687,322563,6876,16
Reducer 20,attempt_1606874353529_0225_1_17_000072_0,10.7979,56.478,117.723,2.32641,23.3338,339691,339901,210,16
Reducer 20,attempt_1606874353529_0225_1_17_000093_0,12.2544,272.89,73.1476,2.57204,20.4126,339907,340289,382,16
Reducer 15,attempt_1606874353529_0225_1_14_000031_0,21.0367,217.216,5134.4,87.5334,24.9489,290718,296204,5486,16
Reducer 5,attempt_1606874353529_0225_1_23_000008_0,30.6126,1128.32,523.487,10.8775,9.39808,341079,342782,1703,16
Reducer 19,attempt_1606874353529_0225_1_16_000056_0,22.2727,437.379,6764.12,62.1317,35.2434,308345,315667,7322,16
Reducer 13,attempt_1606874353529_0225_1_19_000056_0,25.5393,180.277,169.258,2.93586,19.3136,340481,340879,398,16
Reducer 3,attempt_1606874353529_0225_1_21_000024_0,13.6816,404.006,5177.77,94.6475,40.9942,332104,337835,5731,16
Reducer 16,attempt_1606874353529_0225_1_15_000068_0,10.0494,67.8702,48.1443,2.02815,19.0862,338771,338919,148,16
Reducer 13,attempt_1606874353529_0225_1_19_000033_0,13.3236,77.937,54.4865,2.16572,20.5177,340295,340463,168,16
Reducer 14,attempt_1606874353529_0225_1_04_000056_0,22.6453,493.659,5500.64,505.977,423.285,151576,158525,6949,16
Reducer 15,attempt_1606874353529_0225_1_14_000002_0,20.5876,222.387,4764.37,75.0965,26.3094,285599,290710,5111,16
Reducer 8,attempt_1606874353529_0225_1_12_000009_0,11.6591,190.786,4665.69,83.8259,41.8804,280593,285588,4995,16
Reducer 21,attempt_1606874353529_0225_1_07_000010_0,62.7938,1368.61,6535.66,380.312,334.854,205920,214603,8683,16
Reducer 21,attempt_1606874353529_0225_1_07_000033_0,12.5266,1825.55,11864.6,582.393,903.244,214612,229801,15189,16
Reducer 15,attempt_1606874353529_0225_1_14_000061_0,15.0633,195.22,4598.87,74.551,28.7537,296212,301134,4922,16
Reducer 20,attempt_1606874353529_0225_1_17_000029_0,14.3958,77.9878,61.233,2.37719,17.5061,339122,339296,174,16
Reducer 20,attempt_1606874353529_0225_1_17_000040_0,20.583,256.377,58.052,1.56338,21.106,339327,339686,359,16
Reducer 14,attempt_1606874353529_0225_1_04_000050_0,23.3385,1537.15,6638.16,283.389,246.081,131551,140280,8729,16
Reducer 4,attempt_1606874353529_0225_1_22_000024_0,13.412,74.9856,58.4735,2.50183,24.9681,340897,341072,175,16
Reducer 12,attempt_1606874353529_0225_1_18_000035_0,13.8843,193.096,4534.35,73.7227,25.4689,322571,327412,4841,16
Reducer 18,attempt_1606874353529_0225_1_05_000043_0,14.7648,2305.56,14292.1,68.8668,58.2211,167184,183924,16740,16
Reducer 16,attempt_1606874353529_0225_1_15_000038_0,12.2241,83.0674,72.2769,2.52249,25.7538,338407,338603,196,16
Reducer 11,attempt_1606874353529_0225_1_06_000050_0,13.7634,1343.87,5224.44,253.112,233.389,184136,191205,7069,16
Reducer 11,attempt_1606874353529_0225_1_06_000031_0,18.7146,1012.05,4474.17,155.903,175.597,200063,205900,5837,16
Reducer 5,attempt_1606874353529_0225_1_23_000052_0,49.47,1451.02,389.071,1.13261,2.63744,342803,344698,1895,16
Reducer 16,attempt_1606874353529_0225_1_15_000019_0,12.4027,109.522,93.2277,3.70467,19.1141,338162,338400,238,16
Reducer 2,attempt_1606874353529_0225_1_20_000011_0,17.7503,825.17,7189.07,436.436,325.776,250758,259553,8795,16
Reducer 22,attempt_1606874353529_0225_1_10_000066_0,21.1435,671.021,6022.26,61.3643,23.1406,273785,280584,6799,16
Reducer 22,attempt_1606874353529_0225_1_10_000041_0,19.3535,455.053,5895.11,68.615,25.1442,267313,273777,6464,16
Reducer 9,attempt_1606874353529_0225_1_13_000027_0,14.8651,86.5787,179,5.83477,26.333,337843,338156,313,16
Reducer 8,attempt_1606874353529_0225_1_12_000021_0,17.9933,223.645,4718.58,80.216,27.714,282772,287841,5069,16
Reducer 18,attempt_1606874353529_0225_1_05_000052_0,14.824,2087.52,13553.2,720.002,794.061,170495,187665,17170,16
Reducer 5,attempt_1606874353529_0225_1_23_000007_0,25.9021,1017.13,487.928,8.81576,6.54558,341078,342625,1547,16
Reducer 13,attempt_1606874353529_0225_1_19_000055_0,18.4444,207.872,149.431,19.737,18.7784,340467,340886,419,16
Reducer 15,attempt_1606874353529_0225_1_14_000047_0,12.7254,460.2,4752.89,79.2563,40.171,294252,299597,5345,16
Reducer 9,attempt_1606874353529_0225_1_13_000034_0,17.102,121.73,74.9294,2.87361,20.6618,337906,338146,240,16
Reducer 20,attempt_1606874353529_0225_1_17_000064_0,11.7346,55.2124,74.1726,1.87713,20.4358,339620,339784,164,16
Reducer 5,attempt_1606874353529_0225_1_23_000062_0,16.501,283.877,753.668,0.904413,6.49692,343232,344293,1061,16
Reducer 4,attempt_1606874353529_0225_1_22_000025_0,15.0148,69.2811,59.9971,2.7123,21.6778,340893,341062,169,16
Reducer 11,attempt_1606874353529_0225_1_06_000036_0,17.6942,982.436,8339.42,311.678,301.546,187692,197646,9954,16
Reducer 12,attempt_1606874353529_0225_1_18_000051_0,21.3518,249.867,4499.45,77.1823,24.6005,325444,330318,4874,16
Reducer 23,attempt_1606874353529_0225_1_11_000082_0,12.4975,91.5448,79.3621,2.12573,20.8295,337307,337514,207,16
Reducer 2,attempt_1606874353529_0225_1_20_000014_0,16.5748,964.443,8044.43,877.921,450.095,251634,261988,10354,16
Reducer 12,attempt_1606874353529_0225_1_18_000017_0,26.4587,474.174,5121.87,104.529,24.8821,319683,325436,5753,16
Reducer 16,attempt_1606874353529_0225_1_15_000018_0,16.2751,73.275,104.803,3.14586,28.186,338154,338380,226,16
Reducer 13,attempt_1606874353529_0225_1_19_000022_0,18.4699,89.8929,123.545,1.67436,22.209,340206,340462,256,16
Reducer 16,attempt_1606874353529_0225_1_15_000035_0,10.3249,53.6939,63.3194,2.34707,27.6143,338386,338543,157,16
Reducer 15,attempt_1606874353529_0225_1_14_000012_0,19.0243,1057.25,5205.22,72.9469,26.2923,287859,294242,6383,16
Reducer 5,attempt_1606874353529_0225_1_23_000104_0,18.4161,166.241,383.502,0.714897,3.16224,344300,344873,573,16
Reducer 21,attempt_1606874353529_0225_1_07_000062_0,16.4414,1271.03,12699,342.987,698.995,227410,242439,15029,16
Reducer 5,attempt_1606874353529_0225_1_23_000129_0,46.2611,58.1698,264.837,0.619657,2.63944,344877,345250,373,16
Reducer 21,attempt_1606874353529_0225_1_07_000005_0,20.0126,1255.42,6934.66,339.98,337.357,204281,213169,8888,16
Reducer 22,attempt_1606874353529_0225_1_10_000021_0,20.2607,557.991,7215.33,95.6332,33.4114,261997,269921,7924,16
Reducer 9,attempt_1606874353529_0225_1_13_000020_0,13.2617,55.4088,66.7185,1.91106,27.0327,337734,337898,164,16
Reducer 20,attempt_1606874353529_0225_1_17_000053_0,14.0125,62.2966,57.4429,2.09898,23.2963,339456,339616,160,16
Reducer 5,attempt_1606874353529_0225_1_23_000032_0,16.1482,78.2046,484.632,1.27089,4.61816,342640,343225,585,16
Reducer 9,attempt_1606874353529_0225_1_13_000005_0,17.633,62.7998,91.718,2.71654,30.8716,337521,337727,206,16
Reducer 22,attempt_1606874353529_0225_1_10_000082_0,21.0773,247.629,5789.66,65.9698,24.4666,276604,282754,6150,16
Reducer 11,attempt_1606874353529_0225_1_06_000047_0,18.8407,773.665,5404.94,200.903,202.171,197662,204263,6601,16
Reducer 23,attempt_1606874353529_0225_1_11_000072_0,13.9154,44.595,73.8763,2.34462,20.0631,337135,337291,156,16
Reducer 19,attempt_1606874353529_0225_1_16_000014_0,17.8676,305.102,6056.57,60.8739,21.5767,299606,306068,6462,16
Reducer 16,attempt_1606874353529_0225_1_15_000049_0,17.7625,164.348,59.8017,1.86805,20.3076,338548,338813,265,16
Reducer 23,attempt_1606874353529_0225_1_11_000055_0,14.5025,118.216,72.4638,2.31976,16.8847,336904,337129,225,16
Reducer 21,attempt_1606874353529_0225_1_07_000031_0,20.1816,1217.56,12516.8,267.509,195.435,213181,227399,14218,16
Reducer 23,attempt_1606874353529_0225_1_11_000025_0,18.8615,90.5862,163.532,4.56126,31.073,336333,336642,309,16
Reducer 20,attempt_1606874353529_0225_1_17_000023_0,16.3017,293.389,54.4993,1.92502,17.7054,339068,339453,385,16
Reducer 18,attempt_1606874353529_0225_1_05_000002_0,17.0398,3742.15,13082.9,741.913,902.128,151984,170471,18487,16
Reducer 19,attempt_1606874353529_0225_1_16_000077_0,12.515,319.632,6196.69,68.2804,34.1934,313043,319675,6632,16
Reducer 20,attempt_1606874353529_0225_1_17_000084_0,12.5831,56.6708,56.2486,1.88852,21.1809,339789,339938,149,16
Reducer 22,attempt_1606874353529_0225_1_10_000052_0,21.828,318.003,6213.16,61.92,29.1172,269941,276585,6644,16
Reducer 20,attempt_1606874353529_0225_1_17_000002_0,11.6903,147.557,57.1334,3.26866,25.4282,338818,339064,246,16
Reducer 19,attempt_1606874353529_0225_1_16_000045_0,12.7587,278.264,6584.81,61.2873,22.0676,306075,313035,6960,16
Reducer 23,attempt_1606874353529_0225_1_11_000041_0,44.3803,71.6496,90.688,2.82629,21.6228,336660,336892,232,16
Reducer 3,attempt_1606874353529_0225_1_21_000011_0,18.6282,197.26,5656.76,93.6956,34.1255,330325,336326,6001,16
Reducer 13,attempt_1606874353529_0225_1_19_000002_0,28.803,121.572,76.7069,3.3853,25.3915,339944,340200,256,16
Reducer 7,attempt_1606874353529_0225_1_08_000019_0,64.7345,982.525,7618.52,298.87,195.741,242452,251614,9162,16
Reducer 14,attempt_1606874353529_0225_1_04_000003_0,27.3704,2196.63,9719.85,888.691,887.694,129824,143546,13722,16
Reducer 14,attempt_1606874353529_0225_1_04_000022_0,22.3939,908.151,6496.77,477.04,475.507,143579,151960,8381,16
Reducer 22,attempt_1606874353529_0225_1_10_000018_0,120.905,732.555,7668.75,137.138,87.1953,263180,271936,8756,18
Reducer 4,attempt_1606874353529_0225_1_22_000033_0,17.3833,42.4754,123.994,3.61997,39.1625,340983,341210,227,18
Reducer 4,attempt_1606874353529_0225_1_22_000013_0,14.3214,55.7542,90.8373,2.6503,32.4033,340773,340969,196,18
Reducer 19,attempt_1606874353529_0225_1_16_000012_0,23.6244,427.129,5933.82,62.206,24.7186,299359,305831,6472,18
Reducer 22,attempt_1606874353529_0225_1_10_000059_0,43.9309,492.722,6247.85,147.395,44.2264,271970,278948,6978,18
Reducer 12,attempt_1606874353529_0225_1_18_000044_0,16.8519,192.034,4356.17,76.7087,29.7692,324262,328934,4672,18
Reducer 5,attempt_1606874353529_0225_1_23_000130_0,18.4652,90.4597,272.963,0.991757,2.72688,344885,345271,386,18
Reducer 5,attempt_1606874353529_0225_1_23_000110_0,19.0854,167.889,319.663,0.551153,2.71452,344372,344882,510,18
Reducer 15,attempt_1606874353529_0225_1_14_000001_0,19.2568,206.267,4546.92,77.2074,41.0012,284702,289593,4891,18
Reducer 15,attempt_1606874353529_0225_1_14_000048_0,31.0556,233.829,4695.74,79.9511,36.1619,294273,299351,5078,18
Reducer 3,attempt_1606874353529_0225_1_21_000005_0,14.9178,233.42,4625.82,104.587,30.5223,328948,333958,5010,18
Reducer 19,attempt_1606874353529_0225_1_16_000072_0,14.1066,430.574,6326.18,61.4889,25.4821,312327,319186,6859,18
Reducer 15,attempt_1606874353529_0225_1_14_000027_0,20.1147,167.262,4377.35,70.9901,28.7808,289598,294263,4665,18
Reducer 5,attempt_1606874353529_0225_1_23_000069_0,17.3012,84.1269,383.909,1.05024,3.04843,343434,343924,490,18
Reducer 8,attempt_1606874353529_0225_1_12_000005_0,19.6828,431.048,5130.47,106.969,49.9285,278954,284694,5740,18
Reducer 20,attempt_1606874353529_0225_1_17_000063_0,20.0284,507.26,181.456,9.12377,26.0445,339621,340365,744,18
Reducer 5,attempt_1606874353529_0225_1_23_000024_0,28.3784,889.537,570.42,10.1487,8.32108,341215,342722,1507,18
Reducer 5,attempt_1606874353529_0225_1_23_000042_0,45.5548,264.271,387.118,0.876517,4.39009,342728,343430,702,18
Reducer 13,attempt_1606874353529_0225_1_19_000043_0,26.1386,264.425,79.6584,2.95723,23.7183,340371,340769,398,18
Reducer 19,attempt_1606874353529_0225_1_16_000043_0,15.6942,246.543,6113.82,83.3577,27.5013,305835,312323,6488,18
Reducer 12,attempt_1606874353529_0225_1_18_000015_0,13.0165,225.084,4712.86,77.3198,27.3759,319190,324246,5056,18
Reducer 3,attempt_1606874353529_0225_1_21_000033_0,16.406,193.936,5305.05,96.5251,36.871,333963,339613,5650,18
Reducer 5,attempt_1606874353529_0225_1_23_000091_0,25.8928,86.7681,320.843,0.863533,2.91835,343930,344368,438,18
Reducer 11,attempt_1606874353529_0225_1_06_000049_0,26.0773,668.233,3523.62,253.236,228.991,202016,206717,4701,16
Reducer 18,attempt_1606874353529_0225_1_05_000050_0,17.5127,1439.42,9433.07,674.608,728.806,170347,182641,12294,16
Reducer 16,attempt_1606874353529_0225_1_15_000061_0,14.3667,72.7381,104.401,3.59809,33.494,338692,338921,229,16
Reducer 19,attempt_1606874353529_0225_1_16_000015_0,18.918,322.195,6110.51,79.7939,25.6049,300089,306646,6557,16
Reducer 12,attempt_1606874353529_0225_1_18_000026_0,17.4519,218.574,4512.27,77.6205,27.6288,321526,326381,4855,16
Reducer 13,attempt_1606874353529_0225_1_19_000031_0,10.59,69.0952,84.9524,2.10223,29.4776,340284,340481,197,16
Reducer 13,attempt_1606874353529_0225_1_19_000058_0,14.3121,169.66,176.919,8.51776,20.5038,340489,340879,390,16
Reducer 19,attempt_1606874353529_0225_1_16_000080_0,25.6382,271.604,7087.48,79.3852,30.7048,314019,321515,7496,16
Reducer 2,attempt_1606874353529_0225_1_20_000022_0,22.4161,1799.82,6677.33,638.651,1029.87,252873,263042,10169,16
Reducer 21,attempt_1606874353529_0225_1_07_000072_0,23.2595,2797.73,15964.3,400.632,540.657,233105,252832,19727,16
Reducer 21,attempt_1606874353529_0225_1_07_000014_0,16.4592,1205.93,9460.03,1528.95,927.761,206736,219876,13140,16
Reducer 22,attempt_1606874353529_0225_1_10_000055_0,21.8914,301.721,6183.55,64.0648,25.1302,270495,277092,6597,16
Reducer 8,attempt_1606874353529_0225_1_12_000029_0,17.0034,245.558,4649.57,111.437,38.4872,283757,288821,5064,16
Reducer 5,attempt_1606874353529_0225_1_23_000080_0,23.0187,750.647,352.288,0.709168,2.76909,343536,344666,1130,16
Reducer 4,attempt_1606874353529_0225_1_22_000023_0,19.7213,87.127,77.8855,3.65063,39.6189,340898,341126,228,16
Reducer 13,attempt_1606874353529_0225_1_19_000004_0,114.062,82.3057,100.032,3.5883,30.4687,339946,340278,332,16
Reducer 22,attempt_1606874353529_0225_1_10_000026_0,23.3979,424.705,6841.97,90.5065,22.9617,263071,270475,7404,16
Reducer 20,attempt_1606874353529_0225_1_17_000080_0,15.5245,74.0322,69.7052,2.75131,20.8982,339756,339939,183,16
Reducer 19,attempt_1606874353529_0225_1_16_000047_0,67.6208,296.035,6861.5,102.959,25.1128,306656,314010,7354,16
Reducer 11,attempt_1606874353529_0225_1_06_000039_0,16.3863,1385.75,9281.41,580.382,593.985,182662,194521,11859,16
Reducer 12,attempt_1606874353529_0225_1_18_000054_0,15.664,225.115,4664.22,80.9121,27.2842,326401,331415,5014,16
Reducer 23,attempt_1606874353529_0225_1_11_000083_0,12.8888,1130.25,158.446,4.2144,28.1089,337337,338672,1335,16
Reducer 18,attempt_1606874353529_0225_1_05_000024_0,19.9618,2256.7,8383.86,687.56,535.828,158437,170322,11885,16
Reducer 11,attempt_1606874353529_0225_1_06_000030_0,24.417,962.434,5657.48,388.056,374.565,194591,201999,7408,16
Reducer 5,attempt_1606874353529_0225_1_23_000120_0,21.2506,106.187,307.02,1.39921,3.60159,344672,345112,440,16
Reducer 20,attempt_1606874353529_0225_1_17_000012_0,12.8092,84.9065,154.876,2.01263,20.5915,338928,339203,275,16
Reducer 22,attempt_1606874353529_0225_1_10_000085_0,17.0207,447.786,6069.67,81.3666,24.7797,277102,283743,6641,16
Reducer 20,attempt_1606874353529_0225_1_17_000059_0,18.7151,71.46,64.589,2.47155,19.6874,339568,339746,178,16
Reducer 15,attempt_1606874353529_0225_1_14_000017_0,17.9046,262.062,5943.01,86.0542,25.3798,288840,295175,6335,16
Reducer 15,attempt_1606874353529_0225_1_14_000054_0,13.4845,275.012,4500.08,71.8154,26.2922,295183,300071,4888,16
Reducer 21,attempt_1606874353529_0225_1_07_000042_0,27.3592,1086.39,11069.9,538.997,470.208,219891,233085,13194,16
Reducer 3,attempt_1606874353529_0225_1_21_000018_0,26.543,406.234,5267.71,153.775,34.3507,331423,337313,5890,16
Reducer 5,attempt_1606874353529_0225_1_23_000015_0,19.085,1004.19,496.566,18.7617,3.93395,341134,342677,1543,16
Reducer 5,attempt_1606874353529_0225_1_23_000035_0,32.9556,314.966,490.287,1.06788,3.01266,342683,343526,843,16
Reducer 14,attempt_1606874353529_0225_1_04_000046_0,22.3905,1757.07,6342.43,441.575,787.256,149046,158397,9351,16
Reducer 20,attempt_1606874353529_0225_1_17_000033_0,19.445,206.744,101.411,1.6905,20.1035,339211,339561,350,16
Reducer 16,attempt_1606874353529_0225_1_15_000040_0,18.5007,1111.04,101.631,2.36285,26.2449,338447,339707,1260,16
Reducer 12,attempt_1606874353529_0225_1_18_000046_0,20.0133,213.563,4798.7,74.5257,37.2478,324578,329722,5144,16
Reducer 4,attempt_1606874353529_0225_1_22_000032_0,15.9869,96.471,90.3326,4.33309,33.6626,340965,341206,241,16
Reducer 15,attempt_1606874353529_0225_1_14_000009_0,41.9318,206.436,4805.85,93.3957,34.8584,287067,292250,5183,16
Reducer 21,attempt_1606874353529_0225_1_07_000032_0,14.9206,1904.69,11699.4,294.113,266.201,214230,228411,14181,16
Reducer 9,attempt_1606874353529_0225_1_13_000015_0,15.2354,62.9665,74.6511,2.89347,22.7316,337693,337872,179,16
Reducer 13,attempt_1606874353529_0225_1_19_000005_0,32.5319,94.5703,67.0569,2.93239,23.9447,339961,340183,222,16
Reducer 11,attempt_1606874353529_0225_1_06_000057_0,17.3095,1952.72,7508.25,524.208,567.275,193182,203753,10571,16
Reducer 13,attempt_1606874353529_0225_1_19_000020_0,22.0784,90.1471,56.1783,2.25291,25.9897,340188,340385,197,16
Reducer 23,attempt_1606874353529_0225_1_11_000084_0,16.1758,244.775,63.0074,2.25975,28.2984,337332,337687,355,16
Reducer 23,attempt_1606874353529_0225_1_11_000065_0,15.7754,48.5893,64.9128,2.67249,18.7217,337027,337179,152,16
Reducer 13,attempt_1606874353529_0225_1_19_000045_0,14.8414,92.8266,433.769,2.28735,21.1906,340393,340958,565,16
Reducer 3,attempt_1606874353529_0225_1_21_000010_0,21.701,1090.71,5242.19,109.754,28.6232,329740,336234,6494,16
Reducer 23,attempt_1606874353529_0225_1_11_000034_0,42.4988,156.171,76.212,2.60821,32.563,336509,336819,310,16
Reducer 5,attempt_1606874353529_0225_1_23_000076_0,19.4099,760.415,317.612,0.998069,4.5042,343524,344627,1103,16
Reducer 21,attempt_1606874353529_0225_1_07_000001_0,21.9375,1538.92,8264.04,316.852,281.913,203775,214200,10425,16
Reducer 21,attempt_1606874353529_0225_1_07_000064_0,22.1838,1786.8,14269.7,431.696,476.451,228421,245409,16988,16
Reducer 20,attempt_1606874353529_0225_1_17_000074_0,12.7105,141.078,50.5109,2.19674,19.598,339723,339949,226,16
Reducer 5,attempt_1606874353529_0225_1_23_000036_0,18.9033,304.266,475.21,1.86075,2.63709,342703,343506,803,16
Reducer 19,attempt_1606874353529_0225_1_16_000039_0,20.8801,341.739,6667.41,69.2444,27.6166,305139,312267,7128,16
Reducer 18,attempt_1606874353529_0225_1_05_000076_0,18.7295,2235.8,10708.3,261.734,314.056,179632,193171,13539,16
Reducer 18,attempt_1606874353529_0225_1_05_000057_0,21.1889,1017.24,6420,313.306,455.643,171390,179619,8229,16
Reducer 16,attempt_1606874353529_0225_1_15_000026_0,12.7754,89.7238,53.4509,1.78124,23.9025,338260,338442,182,16
Reducer 23,attempt_1606874353529_0225_1_11_000076_0,14.1539,43.1128,55.2796,1.77158,20.3132,337185,337320,135,16
Reducer 2,attempt_1606874353529_0225_1_20_000025_0,70.0079,1060.99,6896.38,129.218,224.053,253960,262341,8381,16
Reducer 19,attempt_1606874353529_0225_1_16_000071_0,100.089,395.306,5961.42,74.6736,27.0108,312478,319037,6559,16
Reducer 23,attempt_1606874353529_0225_1_11_000021_0,13.8286,57.513,157.99,4.90597,21.4088,336240,336496,256,16
Reducer 22,attempt_1606874353529_0225_1_10_000077_0,24.0917,256.816,5838.28,78.7584,28.5732,275762,281989,6227,16
Reducer 16,attempt_1606874353529_0225_1_15_000009_0,14.9604,58.3898,70.4938,2.43448,33.6579,338074,338254,180,16
Reducer 5,attempt_1606874353529_0225_1_23_000117_0,29.1491,76.5288,325.699,0.730675,2.88077,344632,345068,436,16
Reducer 9,attempt_1606874353529_0225_1_13_000031_0,20.1521,60.9379,68.9886,2.71158,35.8658,337879,338068,189,16
Reducer 5,attempt_1606874353529_0225_1_23_000023_0,17.2337,701.625,517.897,12.5338,7.79777,341434,342692,1258,16
Reducer 7,attempt_1606874353529_0225_1_08_000025_0,17.6725,1590.67,5200.25,1124.85,583.084,245424,253941,8517,16
Reducer 19,attempt_1606874353529_0225_1_16_000005_0,28.9946,345.65,6666.5,68.7548,24.949,297986,305121,7135,16
Reducer 22,attempt_1606874353529_0225_1_10_000049_0,20.5959,251.584,6191.89,70.6693,23.1898,269192,275751,6559,16
Reducer 12,attempt_1606874353529_0225_1_18_000014_0,16.9245,253.108,5129.7,82.6375,25.8773,319049,324557,5508,16
Reducer 18,attempt_1606874353529_0225_1_05_000026_0,26.5277,2744.57,8814.85,576.845,633.91,158572,171371,12799,16
Reducer 23,attempt_1606874353529_0225_1_11_000049_0,22.5785,74.1068,59.7426,2.02307,26.1252,336832,337018,186,16
Reducer 15,attempt_1606874353529_0225_1_14_000038_0,35.5859,192.39,5369.28,78.3323,39.7537,292260,297976,5716,16
Reducer 22,attempt_1606874353529_0225_1_10_000024_0,62.7967,397.529,6249.25,91.892,24.4962,262354,269181,6827,16
Reducer 8,attempt_1606874353529_0225_1_12_000018_0,18.469,242.824,4673.41,82.4183,28.3434,282006,287054,5048,16
Reducer 14,attempt_1606874353529_0225_1_04_000047_0,36.5878,896.061,8608.25,753.438,402.677,147856,158555,10699,16
Reducer 11,attempt_1606874353529_0225_1_06_000048_0,17.7865,1427.23,7305.57,428.562,143.621,195605,204928,9323,17
Reducer 5,attempt_1606874353529_0225_1_23_000009_0,35.9815,1147.63,558.635,10.2366,4.81146,341085,342843,1758,17
Reducer 8,attempt_1606874353529_0225_1_12_000023_0,23.9745,143.463,5389.62,83.054,32.347,283343,289019,5676,17
Reducer 12,attempt_1606874353529_0225_1_18_000065_0,17.3769,291.375,4939.48,70.0308,24.8708,328143,333487,5344,17
Reducer 20,attempt_1606874353529_0225_1_17_000090_0,11.8511,54.1723,70.2505,2.35984,17.5252,339879,340035,156,17
Reducer 19,attempt_1606874353529_0225_1_16_000051_0,17.2484,268.567,6853.56,439.275,21.1987,307614,315215,7601,17
Reducer 13,attempt_1606874353529_0225_1_19_000011_0,16.4592,82.8991,61.1978,2.36832,20.4415,340044,340228,184,17
Reducer 18,attempt_1606874353529_0225_1_05_000007_0,23.7681,1881.73,7766.83,863.622,824.366,154161,165522,11361,17
Reducer 21,attempt_1606874353529_0225_1_07_000034_0,15.7833,1362.7,12850.8,754.015,365.11,216246,231595,15349,17
Reducer 22,attempt_1606874353529_0225_1_10_000078_0,21.2362,254.983,7017.31,98.2742,24.2825,275916,283333,7417,17
Reducer 20,attempt_1606874353529_0225_1_17_000062_0,19.6223,68.9963,136.925,6.05732,24.1312,339617,339873,256,17
Reducer 13,attempt_1606874353529_0225_1_19_000049_0,26.6602,110.281,59.2581,1.7547,23.5927,340429,340652,223,17
Reducer 4,attempt_1606874353529_0225_1_22_000002_0,12.1098,86.7021,60.8911,2.43983,28.2417,340658,340850,192,17
Reducer 18,attempt_1606874353529_0225_1_05_000069_0,25.3897,1354.72,6336.04,472.568,431.88,177348,185969,8621,17
Reducer 3,attempt_1606874353529_0225_1_21_000031_0,15.3869,346.389,5623.41,86.9327,28.5393,333506,339607,6101,17
Reducer 5,attempt_1606874353529_0225_1_23_000074_0,31.2557,168.997,435.68,0.915195,4.96241,343476,344119,643,17
Reducer 5,attempt_1606874353529_0225_1_23_000127_0,64.3479,325.975,635.258,0.859274,2.68904,344885,345914,1029,17
Reducer 22,attempt_1606874353529_0225_1_10_000046_0,17.746,162.774,7013.06,110.951,22.7486,268578,275906,7328,17
Reducer 21,attempt_1606874353529_0225_1_07_000009_0,18.423,1734.76,8816.5,311.443,376.609,204952,216211,11259,17
Reducer 14,attempt_1606874353529_0225_1_04_000025_0,22.2176,1348.24,6006.81,583.294,697.628,145489,154148,8659,17
Reducer 11,attempt_1606874353529_0225_1_06_000007_0,18.0476,483.192,7534.34,976.651,597.269,185980,195590,9610,17
Reducer 22,attempt_1606874353529_0225_1_10_000016_0,22.9053,158.979,6771.4,101.99,26.1231,261480,268562,7082,17
Reducer 18,attempt_1606874353529_0225_1_05_000036_0,20.9739,1644.15,9398,356.846,371.399,165535,177327,11792,17
Reducer 12,attempt_1606874353529_0225_1_18_000028_0,17.2411,252.556,6140.38,72.2386,27.1876,321624,328134,6510,17
Reducer 15,attempt_1606874353529_0225_1_14_000021_0,16.6136,405.882,5326.94,91.5223,38.7186,289025,294906,5881,17
