Map Container Profile (unit:ms)
TaskName,TaskID,Initailization,Input,SQLoperator,Sink,Spill,Starting Time,Ending Time,Cost Time,Node Locate
Reducer 4,attempt_1606874353529_0225_1_22_000007_0,15.3981,271.718,83.1872,3.6456,41.2138,340722,341138,416,20
Reducer 22,attempt_1606874353529_0225_1_10_000015_0,34.3027,287.458,6089.85,150.565,80.4614,261260,267905,6645,20
Reducer 18,attempt_1606874353529_0225_1_05_000054_0,17.2387,2336.47,9948.32,552.75,554.53,171038,184448,13410,20
Reducer 2,attempt_1606874353529_0225_1_20_000026_0,13.0732,711.499,5073.19,579.81,410.571,254462,261251,6789,20
Reducer 19,attempt_1606874353529_0225_1_16_000011_0,16.1306,259.959,5848.52,60.3869,23.6504,299007,305216,6209,20
Reducer 11,attempt_1606874353529_0225_1_06_000023_0,15.7316,475.441,9236.88,2173.87,1701.59,194897,208501,13604,20
Reducer 23,attempt_1606874353529_0225_1_11_000026_0,21.4595,62.8749,73.4862,2.26196,18.3605,336360,336540,180,20
Reducer 14,attempt_1606874353529_0225_1_04_000055_0,20.6849,1026.45,5432.52,431.49,482.892,145417,152813,7396,20
Reducer 15,attempt_1606874353529_0225_1_14_000049_0,18.6875,205.229,4117.1,69.9087,41.0146,294546,298999,4453,20
Reducer 18,attempt_1606874353529_0225_1_05_000003_0,20.4642,1411.21,4457.94,300.72,332.747,153040,159564,6524,20
Reducer 9,attempt_1606874353529_0225_1_13_000030_0,28.9745,78.4839,85.8893,2.38283,27.7098,337879,338103,224,20
Reducer 3,attempt_1606874353529_0225_1_21_000008_0,24.5648,311.306,4514.11,82.2837,56.3041,329695,334685,4990,20
Reducer 21,attempt_1606874353529_0225_1_07_000059_0,18.5444,2518.31,6651.24,1921.78,1409.49,225705,238225,12520,20
Reducer 20,attempt_1606874353529_0225_1_17_000045_0,21.4072,273.861,61.4176,1.75768,19.456,339334,339713,379,20
Reducer 16,attempt_1606874353529_0225_1_15_000050_0,11.4235,106.835,69.0162,2.44367,18.704,338566,338775,209,20
Reducer 22,attempt_1606874353529_0225_1_10_000069_0,15.2718,236.447,6878.15,80.4777,22.5019,274634,281868,7234,20
Reducer 8,attempt_1606874353529_0225_1_12_000015_0,14.8021,212.331,6563.27,85.5235,27.3432,281876,288780,6904,20
Reducer 23,attempt_1606874353529_0225_1_11_000061_0,16.6137,100.977,71.8831,2.52779,27.3867,336980,337200,220,20
Reducer 19,attempt_1606874353529_0225_1_16_000040_0,20.4405,248.265,5616.33,75.7907,27.8104,305233,311223,5990,20
Reducer 11,attempt_1606874353529_0225_1_06_000011_0,17.8941,676.259,9330.33,194.546,204.939,184461,194887,10426,20
Reducer 21,attempt_1606874353529_0225_1_07_000020_0,41.546,2749.01,13152.7,530.939,504.165,208716,225695,16979,20
Reducer 23,attempt_1606874353529_0225_1_11_000036_0,15.9132,67.1821,134.813,1.63533,16.4242,336549,336786,237,20
Reducer 13,attempt_1606874353529_0225_1_19_000050_0,11.462,73.378,72.2822,3.07735,31.0299,340430,340622,192,20
Reducer 15,attempt_1606874353529_0225_1_14_000016_0,13.9807,253,5374.53,66.8389,25.5996,288800,294536,5736,20
Reducer 14,attempt_1606874353529_0225_1_04_000027_0,17.7224,2285.76,10715.1,550.951,513.819,131304,145388,14084,20
Reducer 22,attempt_1606874353529_0225_1_10_000044_0,36.7916,869.907,5687.43,71.608,25.7097,267920,274613,6693,20
Reducer 12,attempt_1606874353529_0225_1_18_000041_0,13.7245,260.482,5964.93,67.979,26.3672,323344,329678,6334,20
Reducer 18,attempt_1606874353529_0225_1_05_000030_0,14.7339,1499.82,9159.78,358.452,393.639,159586,171013,11427,20
Reducer 20,attempt_1606874353529_0225_1_17_000091_0,22.1892,430.447,58.644,2.07122,24.799,339886,340425,539,20
Reducer 16,attempt_1606874353529_0225_1_15_000028_0,21.2843,75.8456,136.842,2.43615,21.0907,338301,338560,259,20
Reducer 23,attempt_1606874353529_0225_1_11_000078_0,23.468,95.8616,73.4155,5.94918,36.2786,337208,337445,237,20
Reducer 23,attempt_1606874353529_0225_1_11_000004_0,94.3387,252.181,1270.8,3.81383,37.7895,334693,336352,1659,20
Reducer 20,attempt_1606874353529_0225_1_17_000000_0,14.5472,84.515,160.178,3.13885,30.5114,338794,339087,293,20
Reducer 7,attempt_1606874353529_0225_1_08_000008_0,13.4889,2066.38,6896.13,307.171,353.853,238234,247872,9638,20
Reducer 2,attempt_1606874353529_0225_1_20_000000_0,13.5685,1109.5,4589.28,566.811,285.376,247883,254448,6565,20
Reducer 5,attempt_1606874353529_0225_1_23_000048_0,38.4436,1107.51,445.448,0.954126,7.21611,342767,344367,1600,20
Reducer 20,attempt_1606874353529_0225_1_17_000025_0,23.6923,64.2649,106.662,2.64385,37.0161,339094,339329,235,20
Reducer 4,attempt_1606874353529_0225_1_22_000018_0,19.1786,109.358,130.548,2.84062,32.7433,340821,341116,295,20
Reducer 4,attempt_1606874353529_0225_1_22_000001_0,20.7968,66.4243,61.9304,2.49302,36.8489,340627,340816,189,20
Reducer 12,attempt_1606874353529_0225_1_18_000010_0,14.5216,125.893,4827.74,78.883,25.1015,318262,323335,5073,20
Reducer 16,attempt_1606874353529_0225_1_15_000013_0,15.5504,57.7797,72.5018,3.03719,36.8359,338108,338294,186,20
Reducer 23,attempt_1606874353529_0225_1_11_000047_0,17.8278,61.8462,77.2982,1.62633,18.5212,336793,336971,178,20
Reducer 5,attempt_1606874353529_0225_1_23_000109_0,22.3939,172.682,930.682,1.08931,3.84996,344373,345504,1131,20
Reducer 19,attempt_1606874353529_0225_1_16_000066_0,41.6563,235.124,6644.33,61.4,23.0057,311232,318238,7006,20
Reducer 5,attempt_1606874353529_0225_1_23_000014_0,32.5911,1121.66,444.816,18.4418,8.90878,341123,342750,1627,20
Reducer 9,attempt_1606874353529_0225_1_13_000000_0,17.6795,118.913,248.009,3.06071,28.1108,337454,337870,416,20
Reducer 20,attempt_1606874353529_0225_1_17_000075_0,22.8995,69.9702,48.9448,1.53523,16.2916,339719,339880,161,20
Reducer 22,attempt_1606874353529_0225_1_10_000017_0,17.6122,198.048,7995.17,109.751,28.9887,261582,269932,8350,20
Reducer 19,attempt_1606874353529_0225_1_16_000032_0,22.4003,211.277,6193.54,69.7399,22.6595,303806,310326,6520,20
Reducer 12,attempt_1606874353529_0225_1_18_000006_0,66.9094,189.12,5176.4,127.69,33.3486,317509,323103,5594,20
Reducer 23,attempt_1606874353529_0225_1_11_000009_0,58.6732,181.465,269.169,4.27503,38.6083,335664,336217,553,20
Reducer 13,attempt_1606874353529_0225_1_19_000053_0,15.8212,101.476,87.9454,3.08499,30.27,340452,340691,239,20
Reducer 23,attempt_1606874353529_0225_1_11_000058_0,18.4938,53.391,68.6224,2.39607,23.2021,336948,337114,166,20
Reducer 16,attempt_1606874353529_0225_1_15_000025_0,14.3283,58.5855,70.2892,1.88806,34.3807,338249,338428,179,20
Reducer 16,attempt_1606874353529_0225_1_15_000067_0,15.8715,96.362,72.598,2.28254,20.9946,338769,338978,209,20
Reducer 14,attempt_1606874353529_0225_1_04_000032_0,73.3822,1356.47,9169.59,447.289,441.542,143618,155107,11489,20
Reducer 7,attempt_1606874353529_0225_1_08_000005_0,16.9467,1132.88,11427.8,518.826,509.744,236906,250513,13607,20
Reducer 23,attempt_1606874353529_0225_1_11_000020_0,22.0172,78.0213,87.5399,2.73927,27.6452,336239,336458,219,20
Reducer 22,attempt_1606874353529_0225_1_10_000053_0,16.2642,320.879,7527.83,70.7478,20.9103,269942,277899,7957,20
Reducer 5,attempt_1606874353529_0225_1_23_000020_0,24.668,920.887,674.85,17.6321,3.67495,341167,342809,1642,20
Reducer 19,attempt_1606874353529_0225_1_16_000002_0,22.3495,255.201,5921.69,69.9401,27.6326,297499,303798,6299,20
Reducer 11,attempt_1606874353529_0225_1_06_000019_0,17.8174,1235.93,12280.5,849.482,762.057,188430,203576,15146,20
Reducer 18,attempt_1606874353529_0225_1_05_000067_0,20.9858,977.533,9440.79,932.911,1267.92,175778,188419,12641,20
Reducer 12,attempt_1606874353529_0225_1_18_000038_0,17.133,128.5,6324.47,75.4503,43.8452,323111,329701,6590,20
Reducer 16,attempt_1606874353529_0225_1_15_000039_0,19.5326,181.006,100.213,1.94927,21.2366,338436,338764,328,20
Reducer 23,attempt_1606874353529_0225_1_11_000069_0,22.2506,129.307,54.5053,1.79551,23.223,337123,337355,232,20
Reducer 19,attempt_1606874353529_0225_1_16_000061_0,17.5778,237.508,6763.56,73.5115,22.8932,310335,317451,7116,20
Reducer 22,attempt_1606874353529_0225_1_10_000086_0,16.7812,280.609,8003.45,75.5821,22.1444,277919,286318,8399,20
Reducer 15,attempt_1606874353529_0225_1_14_000039_0,18.0135,203.63,4507.46,77.5297,41.7168,292628,297479,4851,20
Reducer 2,attempt_1606874353529_0225_1_20_000010_0,18.2018,2416.96,7746.43,347.69,498.925,250541,261570,11029,20
Reducer 23,attempt_1606874353529_0225_1_11_000032_0,23.9772,53.9637,188.47,1.71963,20.1866,336480,336769,289,20
Reducer 5,attempt_1606874353529_0225_1_23_000057_0,39.0467,1050.2,573.733,3.84089,8.69092,342819,344495,1676,20
Reducer 9,attempt_1606874353529_0225_1_13_000026_0,52.3382,84.4899,78.9858,2.24996,27.2227,337843,338089,246,20
Reducer 5,attempt_1606874353529_0225_1_23_000113_0,79.3691,489.426,597.818,1.67571,3.34722,344500,345672,1172,20
Reducer 18,attempt_1606874353529_0225_1_05_000038_0,15.4127,1079.64,7546.68,647.768,703.465,165774,175768,9994,20
Reducer 21,attempt_1606874353529_0225_1_07_000054_0,18.5751,1463.63,10158.4,1162.01,280.952,223798,236882,13084,20
Reducer 20,attempt_1606874353529_0225_1_17_000048_0,13.1579,77.3416,56.5995,1.79303,17.0464,339362,339528,166,20
Reducer 3,attempt_1606874353529_0225_1_21_000009_0,11.827,191.254,5141.69,439.863,160.159,329710,335655,5945,20
Reducer 15,attempt_1606874353529_0225_1_14_000004_0,24.2518,193.643,5932.34,96.0196,24.976,286347,292619,6272,20
Reducer 14,attempt_1606874353529_0225_1_04_000039_0,26.2854,1938.69,11442.8,225.382,290.121,129625,143549,13924,20
Reducer 9,attempt_1606874353529_0225_1_13_000006_0,15.8204,99.3832,119.285,3.53236,49.4874,337544,337833,289,20
Reducer 13,attempt_1606874353529_0225_1_19_000029_0,16.146,87.2378,55.7021,1.85163,21.9952,340263,340446,183,20
Reducer 23,attempt_1606874353529_0225_1_11_000087_0,17.8088,53.5569,72.4958,2.76412,25.2822,337362,337534,172,20
Reducer 16,attempt_1606874353529_0225_1_15_000011_0,15.0708,58.2647,55.7889,2.2744,18.7938,338093,338244,151,20
Reducer 23,attempt_1606874353529_0225_1_11_000045_0,18.1566,55.6003,59.8685,2.06564,15.9446,336789,336941,152,20
Reducer 20,attempt_1606874353529_0225_1_17_000058_0,10.9995,69.5552,48.0231,1.60881,18.4064,339535,339684,149,20
Reducer 21,attempt_1606874353529_0225_1_07_000000_0,20.4852,2531.13,15989.7,351.057,1291.84,203592,223777,20185,20
Reducer 18,attempt_1606874353529_0225_1_05_000010_0,18.2465,1338.34,8377.69,427.952,479.947,155119,165762,10643,20
Reducer 20,attempt_1606874353529_0225_1_17_000018_0,22.101,128.706,156.997,3.18515,34.8551,339007,339355,348,20
Reducer 20,attempt_1606874353529_0225_1_17_000071_0,14.6329,372.793,152.999,2.32526,18.9853,339693,340256,563,20
Reducer 4,attempt_1606874353529_0225_1_22_000005_0,14.4253,63.5285,74.5159,3.00747,33.9671,340708,340898,190,20
Reducer 4,attempt_1606874353529_0225_1_22_000026_0,40.1409,113.236,64.3345,2.39412,32.3071,340904,341156,252,20
Reducer 13,attempt_1606874353529_0225_1_19_000038_0,9.63389,73.2817,57.2346,2.35199,52.3389,340335,340530,195,16
Reducer 23,attempt_1606874353529_0225_1_11_000071_0,11.1721,52.2496,70.5376,2.29321,16.6819,337127,337281,154,16
Reducer 12,attempt_1606874353529_0225_1_18_000004_0,36.9414,198.971,4830.06,67.8118,23.81,316905,322063,5158,16
Reducer 2,attempt_1606874353529_0225_1_20_000024_0,54.4034,1555.13,7395.96,506.244,605.893,253607,263725,10118,16
Reducer 5,attempt_1606874353529_0225_1_23_000135_0,14.5786,65.7604,275.237,0.684799,3.14072,345038,345398,360,16
Reducer 7,attempt_1606874353529_0225_1_08_000026_0,22.5594,1751.13,4928.55,661.266,566.937,245666,253597,7931,16
Reducer 21,attempt_1606874353529_0225_1_07_000051_0,17.3408,2065.67,7571.86,529.193,549.199,222426,233160,10734,16
Reducer 18,attempt_1606874353529_0225_1_05_000001_0,18.3434,1621.95,8768.84,335.546,183.962,151866,162796,10930,16
Reducer 20,attempt_1606874353529_0225_1_17_000060_0,12.0208,69.9265,50.4763,1.91688,19.3764,339579,339733,154,16
Reducer 15,attempt_1606874353529_0225_1_14_000041_0,11.5121,192.018,4692.63,97.3336,39.7044,292914,297948,5034,16
Reducer 9,attempt_1606874353529_0225_1_13_000032_0,33.0223,74.3348,113.137,2.58238,25.2396,337891,338139,248,16
Reducer 20,attempt_1606874353529_0225_1_17_000003_0,12.0423,77.5144,61.6256,2.76904,19.2767,338823,338996,173,16
Reducer 11,attempt_1606874353529_0225_1_06_000059_0,32.188,2192.96,8325.91,389.565,350.988,184577,195869,11292,16
Reducer 12,attempt_1606874353529_0225_1_18_000030_0,21.9465,274.484,4221.01,71.8415,23.753,322070,326683,4613,16
Reducer 16,attempt_1606874353529_0225_1_15_000031_0,12.6599,121.632,62.4758,2.26847,27.8152,338351,338579,228,16
Reducer 19,attempt_1606874353529_0225_1_16_000004_0,24.3435,423.923,5724.9,62.3864,25.3122,297954,304215,6261,16
Reducer 22,attempt_1606874353529_0225_1_10_000027_0,18.76,315.661,5874,87.3375,22.1327,263736,270054,6318,16
Reducer 5,attempt_1606874353529_0225_1_23_000038_0,21.525,294.75,485.772,1.7538,2.94739,342709,343516,807,16
Reducer 13,attempt_1606874353529_0225_1_19_000003_0,24.5869,122.723,198.202,2.62381,32.3902,339946,340327,381,16
Reducer 13,attempt_1606874353529_0225_1_19_000064_0,30.9664,189.58,108.217,2.1409,21.5618,340546,340899,353,16
Reducer 23,attempt_1606874353529_0225_1_11_000030_0,19.7587,124.392,225.956,15.2192,29.0001,336453,336868,415,16
Reducer 8,attempt_1606874353529_0225_1_12_000017_0,12.693,1216.53,4339.74,88.8542,29.3717,281951,287638,5687,16
Reducer 20,attempt_1606874353529_0225_1_17_000019_0,15.3629,305.942,52.0538,1.71918,22.9082,339002,339401,399,16
Reducer 21,attempt_1606874353529_0225_1_07_000026_0,21.5833,2244.22,9819.96,244.058,388.974,209697,222417,12720,16
Reducer 9,attempt_1606874353529_0225_1_13_000001_0,10.8892,54.6687,67.9994,2.48595,22.4098,337461,337620,159,16
Reducer 4,attempt_1606874353529_0225_1_22_000027_0,18.0143,1058.2,58.3525,2.10755,20.7742,340903,342061,1158,16
Reducer 22,attempt_1606874353529_0225_1_10_000080_0,23.1629,284.919,5468.63,62.0142,32.1523,276072,281944,5872,16
Reducer 5,attempt_1606874353529_0225_1_23_000029_0,18.4558,111.104,480.886,11.1994,4.60931,342077,342703,626,16
Reducer 18,attempt_1606874353529_0225_1_05_000032_0,25.2303,1592.62,9878.42,653.938,808.244,162806,175764,12958,16
Reducer 19,attempt_1606874353529_0225_1_16_000033_0,13.2841,690.256,5484.16,93.9392,23.5393,304222,310528,6306,16
Reducer 23,attempt_1606874353529_0225_1_11_000053_0,32.0182,114.37,70.1786,1.91746,16.2308,336886,337121,235,16
Reducer 21,attempt_1606874353529_0225_1_07_000073_0,18.6845,2375.5,8978.62,508.496,581.003,233186,245649,12463,16
Reducer 9,attempt_1606874353529_0225_1_13_000012_0,17.8229,69.419,129.125,2.67864,28.6935,337636,337884,248,16
Reducer 22,attempt_1606874353529_0225_1_10_000054_0,15.4621,251.072,5642.92,59.9382,21.8752,270065,276057,5992,16
Reducer 14,attempt_1606874353529_0225_1_04_000035_0,55.8804,1062.51,7441.73,251.055,244.505,142792,151849,9057,16
Reducer 16,attempt_1606874353529_0225_1_15_000053_0,22.5033,126.104,60.9224,2.03227,19.351,338584,338815,231,16
Reducer 12,attempt_1606874353529_0225_1_18_000056_0,12.6934,276.045,4176.49,83.4352,32.5137,326691,331272,4581,16
Reducer 23,attempt_1606874353529_0225_1_11_000081_0,13.6875,62.1489,61.9184,2.03799,16.5846,337298,337455,157,16
Reducer 18,attempt_1606874353529_0225_1_05_000066_0,22.3261,1624.59,6409.7,307.223,417.384,175780,184562,8782,16
Reducer 16,attempt_1606874353529_0225_1_15_000017_0,18.2593,76.7715,76.5034,3.22043,25.9333,338145,338347,202,16
Reducer 11,attempt_1606874353529_0225_1_06_000012_0,14.1246,1325.7,6709.9,59.4514,71.4518,195879,204064,8185,16
Reducer 3,attempt_1606874353529_0225_1_21_000017_0,15.1729,344.041,4663.13,97.1594,44.8391,331278,336443,5165,16
Reducer 15,attempt_1606874353529_0225_1_14_000011_0,15.3543,238.073,4891.24,74.7381,27.3626,287652,292904,5252,16
Reducer 5,attempt_1606874353529_0225_1_23_000077_0,19.974,1064.61,420.956,1.03148,2.3402,343523,345033,1510,16
Reducer 19,attempt_1606874353529_0225_1_16_000062_0,19.13,581.891,5663.15,69.01,21.0563,310543,316897,6354,16
Reducer 20,attempt_1606874353529_0225_1_17_000050_0,19.0117,58.8544,58.4184,2.05521,17.9589,339406,339563,157,16
Reducer 21,attempt_1606874353529_0225_1_07_000004_0,21.2405,1052.27,4015.64,278.532,244.734,204075,209688,5613,16
Reducer 20,attempt_1606874353529_0225_1_17_000077_0,13.5903,93.7201,62.6253,3.12108,27.6014,339738,339939,201,16
Reducer 11,attempt_1606874353529_0225_1_06_000005_0,21.1546,1619.1,12200,624.821,1720.95,182382,198569,16187,20
Reducer 19,attempt_1606874353529_0225_1_16_000017_0,17.7151,374.537,6295.71,60.8317,23.0413,300310,307082,6772,20
Reducer 5,attempt_1606874353529_0225_1_23_000027_0,49.6668,774.464,600.139,11.2518,5.58863,341274,342715,1441,20
Reducer 12,attempt_1606874353529_0225_1_18_000025_0,16.5716,135.915,4491.25,99.0753,23.7655,321216,325983,4767,20
Reducer 2,attempt_1606874353529_0225_1_20_000029_0,13.3092,1095.41,8621.15,492.488,320.129,255706,266249,10543,20
Reducer 20,attempt_1606874353529_0225_1_17_000046_0,39.1634,1409.67,396.936,4.05577,61.3604,339339,341251,1912,20
Reducer 21,attempt_1606874353529_0225_1_07_000056_0,17.8059,896.199,8575.95,528.381,572.64,225105,235698,10593,20
Reducer 3,attempt_1606874353529_0225_1_21_000026_0,18.0618,127.233,6209.91,86.0795,37.0096,332854,339332,6478,20
Reducer 2,attempt_1606874353529_0225_1_20_000001_0,12.5348,1188.88,5880.08,289.634,283.027,248036,255691,7655,20
Reducer 22,attempt_1606874353529_0225_1_10_000034_0,25.6575,144.711,6780.35,110.199,23.2268,266270,273355,7085,20
Reducer 19,attempt_1606874353529_0225_1_16_000078_0,13.833,341.106,7199.5,75.7022,24.2465,313554,321209,7655,20
Reducer 14,attempt_1606874353529_0225_1_04_000037_0,15.4612,916.244,6885.77,813.683,693.146,146099,155424,9325,20
Reducer 14,attempt_1606874353529_0225_1_04_000013_0,12.9827,2134.72,10685.5,914.928,870.212,131448,146067,14619,20
Reducer 7,attempt_1606874353529_0225_1_08_000002_0,22.5848,1391.26,9876.13,452.426,571.95,235710,248025,12315,20
Reducer 5,attempt_1606874353529_0225_1_23_000041_0,45.7605,1139.15,439.527,0.991176,3.48625,342725,344354,1629,20
Reducer 12,attempt_1606874353529_0225_1_18_000052_0,17.4751,136.488,6581.27,92.4288,24.1374,325994,332846,6852,20
Reducer 11,attempt_1606874353529_0225_1_06_000038_0,17.8922,671.675,9044.1,335.045,340.694,198578,208988,10410,20
Reducer 18,attempt_1606874353529_0225_1_05_000060_0,20.4287,1104.46,7699.25,842.237,50.3988,172653,182370,9717,20
Reducer 8,attempt_1606874353529_0225_1_12_000011_0,16.0345,448.547,6969.94,81.9359,30.4256,281360,288907,7547,20
Reducer 19,attempt_1606874353529_0225_1_16_000048_0,17.3908,327.968,6004.65,69.9796,21.4205,307102,313546,6444,20
Reducer 15,attempt_1606874353529_0225_1_14_000018_0,13.7754,479.775,5841.66,80.9525,34.3292,288917,295368,6451,20
Reducer 5,attempt_1606874353529_0225_1_23_000108_0,18.8608,172.398,1158.13,13.821,3.36915,344365,345732,1367,20
Reducer 21,attempt_1606874353529_0225_1_07_000023_0,22.3596,2270.3,12601.8,640.951,544.454,208999,225079,16080,20
Reducer 18,attempt_1606874353529_0225_1_05_000013_0,18.6022,2527.26,12663.4,782.058,1147.03,155491,172630,17139,20
Reducer 15,attempt_1606874353529_0225_1_14_000057_0,26.0968,322.175,4459.34,92.1537,23.0096,295377,300301,4924,20
Reducer 22,attempt_1606874353529_0225_1_10_000064_0,15.9448,150.666,7723.8,68.1283,25.4218,273366,281350,7984,20
Reducer 11,attempt_1606874353529_0225_1_06_000024_0,17.7325,1173.75,6756.55,397.555,404.257,184147,192898,8751,16
Reducer 19,attempt_1606874353529_0225_1_16_000034_0,14.0968,1049.44,6418.43,69.9875,24.2012,304306,311883,7577,16
Reducer 12,attempt_1606874353529_0225_1_18_000043_0,15.5713,229.27,4701.79,80.7217,35.3907,323734,328797,5063,16
Reducer 5,attempt_1606874353529_0225_1_23_000133_0,25.0799,54.378,230.459,0.538526,2.35649,345170,345483,313,16
Reducer 18,attempt_1606874353529_0225_1_05_000058_0,21.9802,1275.3,9928.66,457.319,538.809,171901,184124,12223,16
Reducer 11,attempt_1606874353529_0225_1_06_000042_0,18.6491,1505.39,7843.79,256.967,259.456,192913,202798,9885,16
Reducer 13,attempt_1606874353529_0225_1_19_000034_0,34.2339,82.7295,614.203,4.57587,23.774,340320,341080,760,16
Reducer 22,attempt_1606874353529_0225_1_10_000074_0,27.1828,254.005,6051.56,99.7,25.0883,274959,281417,6458,16
Reducer 3,attempt_1606874353529_0225_1_21_000003_0,21.5462,205.862,4794.92,98.5344,27.9299,328802,333951,5149,16
Reducer 15,attempt_1606874353529_0225_1_14_000005_0,20.2965,248.852,4693.08,118.359,33.9066,286501,291616,5115,16
Reducer 21,attempt_1606874353529_0225_1_07_000074_0,14.5157,2325.27,10933.5,344.263,380.816,233408,247407,13999,16
Reducer 7,attempt_1606874353529_0225_1_08_000029_0,17.2688,1223.02,10331.1,420.075,505.194,247429,259926,12497,16
Reducer 22,attempt_1606874353529_0225_1_10_000011_0,26.0208,308.39,7873.99,101.459,31.1068,259950,268292,8342,16
Reducer 14,attempt_1606874353529_0225_1_04_000038_0,20.5214,1355.62,8657.88,542.409,424.608,148502,159504,11002,16
Reducer 5,attempt_1606874353529_0225_1_23_000046_0,33.6681,259.215,1252.31,1.40501,4.37924,342748,344299,1551,16
Reducer 8,attempt_1606874353529_0225_1_12_000012_0,21.425,341.218,4559.79,87.0913,45.2225,281426,286481,5055,16
Reducer 19,attempt_1606874353529_0225_1_16_000001_0,91.3004,336.978,6453.13,79.9779,26.1886,297310,304298,6988,16
Reducer 12,attempt_1606874353529_0225_1_18_000013_0,19.2034,221.068,4835.3,83.2958,26.4199,318543,323728,5185,16
Reducer 3,attempt_1606874353529_0225_1_21_000032_0,44.1865,401.578,5701.13,139.218,38.3053,333974,340299,6325,16
Reducer 11,attempt_1606874353529_0225_1_06_000033_0,23.5349,656.128,5033.78,276.049,370.708,202830,209191,6361,16
Reducer 18,attempt_1606874353529_0225_1_05_000028_0,16.8167,2011.6,10163.9,81.7902,78.4859,159527,171880,12353,16
Reducer 15,attempt_1606874353529_0225_1_14_000036_0,46.5079,299.305,5139.81,120.814,59.3921,291632,297298,5666,16
Reducer 5,attempt_1606874353529_0225_1_23_000105_0,24.0131,220.044,396.918,1.05836,5.79244,344308,344956,648,16
Reducer 21,attempt_1606874353529_0225_1_07_000024_0,19.1098,2469.4,8930.59,530.919,554.874,209216,221722,12506,16
Reducer 22,attempt_1606874353529_0225_1_10_000045_0,17.5302,290.109,6246.2,66.6739,25.2032,268303,274949,6646,16
Reducer 19,attempt_1606874353529_0225_1_16_000069_0,17.6446,289.628,6251.35,64.2772,23.857,311890,318537,6647,16
Reducer 5,attempt_1606874353529_0225_1_23_000010_0,26.5956,1122.41,480.135,10.3829,4.73364,341092,342737,1645,16
Reducer 21,attempt_1606874353529_0225_1_07_000048_0,22.5415,1441.5,9486.52,324.232,384.879,221736,233396,11660,16
Reducer 12,attempt_1606874353529_0225_1_18_000064_0,20.4158,204.361,4808.81,100.547,26.6682,327609,332771,5162,16
Reducer 11,attempt_1606874353529_0225_1_06_000004_0,18.3038,1407.25,7769.43,200.687,107.06,193821,203325,9504,16
Reducer 5,attempt_1606874353529_0225_1_23_000006_0,22.41,1155.93,478.49,12.392,10.2374,341070,342751,1681,16
Reducer 19,attempt_1606874353529_0225_1_16_000058_0,19.8809,451.849,6826.98,109.171,23.1529,309001,316432,7431,16
Reducer 8,attempt_1606874353529_0225_1_12_000026_0,23.5908,380.736,5167.22,83.7493,30.0294,283576,289262,5686,16
Reducer 12,attempt_1606874353529_0225_1_18_000002_0,16.1687,244.473,5488.84,98.8775,41.6861,316440,322331,5891,16
Reducer 4,attempt_1606874353529_0225_1_22_000010_0,55.8558,122.105,90.7501,4.22507,30.6756,340747,341051,304,16
Reducer 5,attempt_1606874353529_0225_1_23_000049_0,23.4388,243.54,468.058,4.5664,2.35948,342773,343516,743,16
Reducer 8,attempt_1606874353529_0225_1_12_000001_0,25.544,199.11,4883.91,148.908,52.9755,278253,283565,5312,16
Reducer 13,attempt_1606874353529_0225_1_19_000051_0,11.8549,75.8491,146.229,3.37177,59.9779,340435,340733,298,16
Reducer 15,attempt_1606874353529_0225_1_14_000022_0,11.9146,401.158,5344.82,100.659,24.5266,289270,295153,5883,16
Reducer 3,attempt_1606874353529_0225_1_21_000025_0,21.3731,234.248,6561.07,117.359,39.4391,332787,339761,6974,16
Reducer 21,attempt_1606874353529_0225_1_07_000052_0,71.7802,2183.53,13779.3,1874.43,778.41,222760,241448,18688,16
Reducer 22,attempt_1606874353529_0225_1_10_000057_0,18.9759,254.317,6922.08,64.513,24.0332,270950,278234,7284,16
Reducer 20,attempt_1606874353529_0225_1_17_000082_0,12.0764,244.87,171.309,7.32106,26.9896,339772,340236,464,16
Reducer 14,attempt_1606874353529_0225_1_04_000054_0,27.2174,1053.1,10500.3,651.814,177.482,147055,159465,12410,16
Reducer 13,attempt_1606874353529_0225_1_19_000027_0,14.4484,55.9025,77.9323,2.80083,24.6885,340250,340428,178,16
Reducer 22,attempt_1606874353529_0225_1_10_000025_0,35.7353,308.532,7436.93,105.047,25.1344,263029,270941,7912,16
Reducer 12,attempt_1606874353529_0225_1_18_000032_0,19.3602,219.793,4888.67,89.2303,41.2894,322341,327600,5259,16
Reducer 18,attempt_1606874353529_0225_1_05_000064_0,15.2346,2304.22,15234.1,874.791,327.304,175051,193808,18757,16
Reducer 19,attempt_1606874353529_0225_1_16_000020_0,18.8037,336.503,7636.1,118.092,25.7924,300857,308993,8136,16
Reducer 18,attempt_1606874353529_0225_1_05_000027_0,22.8749,2207.13,12067.8,614.042,645.745,159478,175036,15558,16
Reducer 11,attempt_1606874353529_0225_1_06_000056_0,16.4752,519.227,4588.24,236.417,257.946,203335,208954,5619,16
Reducer 2,attempt_1606874353529_0225_1_20_000018_0,18.3518,1286.66,8518.77,282.867,401.949,252510,263019,10509,16
Reducer 5,attempt_1606874353529_0225_1_23_000126_0,72.3485,1110.13,244.674,0.825303,2.58871,344796,346227,1431,16
Reducer 5,attempt_1606874353529_0225_1_23_000078_0,26.4603,748.558,470.456,0.981105,3.57375,343529,344780,1251,16
